"","V1","V2"
"2740","Pogorzela","obszar wiejski"
"2741","Poniec","miasto"
"2742","Byczyna","miasto"
"2743","Gorzów Śląski","miasto"
"2744","Krynki","obszar wiejski"
"2745","Brzostek","obszar wiejski"
"2746","Kołobrzeg","-"
"2747","Rymań","-"
"2748","Siemyśl","-"
"2749","Poniec","obszar wiejski"
"2750","Granowo","-"
"2751","Grodzisk Wielkopolski","miasto"
"2752","Kazimierz Biskupi","-"
"2753","Kleczew","miasto"
"2754","Kleczew","obszar wiejski"
"2755","Radłów","miasto"
"2756","Radłów","obszar wiejski"
"2757","Kołaczyce","obszar wiejski"
"2758","Ustronie Morskie","-"
"2759","Będzino","-"
"2760","Biesiekierz","-"
"2761","Bobolice","miasto"
"2762","Bobolice","obszar wiejski"
"2763","Grodzisk Wielkopolski","obszar wiejski"
"2764","Rakoniewice","miasto"
"2765","Rakoniewice","obszar wiejski"
"2766","Wielichowo","miasto"
"2767","Jaraczewo","-"
"2768","Ślesin","obszar wiejski"
"2769","Kościan","gm. miejska"
"2770","Chodzież","gm. miejska"
"2771","Jaśliska","-"
"2772","Przecław","miasto"
"2773","Przecław","obszar wiejski"
"2774","Manowo","-"
"2775","Mielno","-"
"2776","Polanów","miasto"
"2777","Sianów","miasto"
"2778","Sianów","obszar wiejski"
"2779","Jarocin","miasto"
"2780","Jarocin","obszar wiejski"
"2781","Kotlin","-"
"2782","Żerków","miasto"
"2783","Żerków","obszar wiejski"
"2784","Praszka","miasto"
"2785","Koniecpol","miasto"
"2786","Pyrzyce","miasto"
"2787","Pyrzyce","obszar wiejski"
"2788","Warnice","-"
"2789","Darłowo","gm. miejska"
"2790","Pasym","obszar wiejski"
"2791","Szczytno","-"
"2792","Świętajno","-"
"2793","Elbląg","-"
"2794","Chrzypsko Wielkie","-"
"2795","Kwilcz","-"
"2796","Międzychód","miasto"
"2797","Sieraków","miasto"
"2798","Pyzdry","obszar wiejski"
"2799","Września","miasto"
"2800","Września","obszar wiejski"
"2801","Reszel","obszar wiejski"
"2802","Srokowo","-"
"2803","Lidzbark Warmiński","gm. miejska"
"2804","Olsztyn","-"
"2805","Rybno","-"
"2806","Kuślin","-"
"2807","Lwówek","miasto"
"2808","Lwówek","obszar wiejski"
"2809","Nowy Tomyśl","miasto"
"2810","Opalenica","miasto"
"2811","Złotów","gm. miejska"
"2812","Jastrowie","miasto"
"2813","Jastrowie","obszar wiejski"
"2814","Krajenka","miasto"
"2815","Kiwity","-"
"2816","Lidzbark Warmiński","-"
"2817","Lubomino","-"
"2818","Orneta","miasto"
"2819","Orneta","obszar wiejski"
"2820","Mrągowo","gm. miejska"
"2821","Godkowo","-"
"2822","Milejewo","-"
"2823","Młynary","miasto"
"2824","Nowy Tomyśl","obszar wiejski"
"2825","Opalenica","obszar wiejski"
"2826","Krajenka","obszar wiejski"
"2827","Okonek","miasto"
"2828","Tarnówka","-"
"2829","Złotów","-"
"2830","Mikołajki","miasto"
"2831","Mikołajki","obszar wiejski"
"2832","Mrągowo","-"
"2833","Piecki","-"
"2834","Sorkwity","-"
"2835","Młynary","obszar wiejski"
"2836","Pasłęk","miasto"
"2837","Pasłęk","obszar wiejski"
"2838","Tolkmicko","miasto"
"2839","Ełk","gm. miejska"
"2840","Ełk","-"
"2841","Zbąszyń","miasto"
"2842","Oborniki","miasto"
"2843","Oborniki","obszar wiejski"
"2844","Buk","miasto"
"2845","Buk","obszar wiejski"
"2846","Czerwonak","-"
"2847","Kalisz","-"
"2848","Konin","-"
"2849","Leszno","-"
"2850","Kozłowo","-"
"2851","Nidzica","miasto"
"2852","Nidzica","obszar wiejski"
"2853","Nowe Miasto Lubawskie","gm. miejska"
"2854","Stare Juchy","-"
"2855","Giżycko","gm. miejska"
"2856","Iwaniska","-"
"2857","Dopiewo","-"
"2858","Kleszczewo","-"
"2859","Komorniki","-"
"2860","Kostrzyn","miasto"
"2861","Poznań","-"
"2862","Nowe Miasto Lubawskie","-"
"2863","Gołdap","miasto"
"2864","Olecko","miasto"
"2865","Świętajno","-"
"2866","Barczewo","miasto"
"2867","Barczewo","obszar wiejski"
"2868","Biskupiec","miasto"
"2869","Daleszyce","miasto"
"2870","Lipnik","-"
"2871","Opatów","miasto"
"2872","Opatów","obszar wiejski"
"2873","Kostrzyn","obszar wiejski"
"2874","Kórnik","miasto"
"2875","Kórnik","obszar wiejski"
"2876","Raszków","obszar wiejski"
"2877","Sieroszewice","-"
"2878","Grabów nad Prosną","miasto"
"2879","Biskupiec","obszar wiejski"
"2880","Dobre Miasto","miasto"
"2881","Dobre Miasto","obszar wiejski"
"2882","Ożarów","miasto"
"2883","Sadowie","-"
"2884","Wojciechowice","-"
"2885","Ostrowiec Świętokrzyski","-"
"2886","Ćmielów","miasto"
"2887","Mosina","miasto"
"2888","Mosina","obszar wiejski"
"2889","Murowana Goślina","miasto"
"2890","Miasteczko Krajeńskie","-"
"2891","Szydłowo","-"
"2892","Ujście","miasto"
"2893","Malanów","-"
"2894","Tuliszków","miasto"
"2895","Dywity","-"
"2896","Gietrzwałd","-"
"2897","Jeziorany","miasto"
"2898","Rytwiany","-"
"2899","Ćmielów","obszar wiejski"
"2900","Kunów","miasto"
"2901","Waśniów","-"
"2902","Murowana Goślina","obszar wiejski"
"2903","Pobiedziska","miasto"
"2904","Pobiedziska","obszar wiejski"
"2905","Skoki","obszar wiejski"
"2906","Wągrowiec","-"
"2907","Wolsztyn","miasto"
"2908","Nekla","miasto"
"2909","Stargard Szczeciński","-"
"2910","Staszów","miasto"
"2911","Staszów","obszar wiejski"
"2912","Kije","-"
"2913","Michałów","-"
"2914","Pińczów","miasto"
"2915","Pińczów","obszar wiejski"
"2916","Rokietnica","-"
"2917","Stęszew","miasto"
"2918","Stęszew","obszar wiejski"
"2919","Kraszewice","-"
"2920","Mikstat","miasto"
"2921","Mikstat","obszar wiejski"
"2922","Ostrzeszów","miasto"
"2923","Ostrzeszów","obszar wiejski"
"2924","Szydłów","-"
"2925","Włoszczowa","miasto"
"2926","Włoszczowa","obszar wiejski"
"2927","Kielce","-"
"2928","Koprzywnica","miasto"
"2929","Złota","-"
"2930","Klimontów","-"
"2931","Obrazów","-"
"2932","Suchy Las","-"
"2933","Swarzędz","miasto"
"2934","Swarzędz","obszar wiejski"
"2935","Tuliszków","obszar wiejski"
"2936","Turek","-"
"2937","Koprzywnica","obszar wiejski"
"2938","Bartoszyce","gm. miejska"
"2939","Górowo Iławeckie","gm. miejska"
"2940","Bartoszyce","-"
"2941","Bisztynek","miasto"
"2942","Wilczyce","-"
"2943","Łączna","-"
"2944","Suchedniów","miasto"
"2945","Margonin","obszar wiejski"
"2946","Tarnowo Podgórne","-"
"2947","Bojanowo","miasto"
"2948","Jutrosin","miasto"
"2949","Miejska Górka","miasto"
"2950","Miejska Górka","obszar wiejski"
"2951","Rawicz","miasto"
"2952","Czaplinek","obszar wiejski"
"2953","Borne Sulinowo","obszar wiejski"
"2954","Wałcz","-"
"2955","Rogoźno","miasto"
"2956","Rogoźno","obszar wiejski"
"2957","Ryczywół","-"
"2958","Ostrów Wielkopolski","-"
"2959","Nowe Skalmierzyce","miasto"
"2960","Bisztynek","obszar wiejski"
"2961","Górowo Iławeckie","-"
"2962","Sępopol","miasto"
"2963","Sępopol","obszar wiejski"
"2964","Szamocin","miasto"
"2965","Szamocin","obszar wiejski"
"2966","Czarnków","gm. miejska"
"2967","Czarnków","-"
"2968","Krzyż Wielkopolski","miasto"
"2969","Słupca","gm. miejska"
"2970","Lądek","-"
"2971","Ostrowite","-"
"2972","Powidz","-"
"2973","Zagórów","miasto"
"2974","Piła","-"
"2975","Białośliwie","-"
"2976","Kaczory","-"
"2977","Łobżenica","miasto"
"2978","Braniewo","gm. miejska"
"2979","Frombork","miasto"
"2980","Lelkowo","-"
"2981","Pieniężno","miasto"
"2982","Pieniężno","obszar wiejski"
"2983","Płoskinia","-"
"2984","Wilczęta","-"
"2985","Działdowo","gm. miejska"
"2986","Lidzbark","miasto"
"2987","Lubasz","-"
"2988","Połajewo","-"
"2989","Trzcianka","miasto"
"2990","Trzcianka","obszar wiejski"
"2991","Wieleń","miasto"
"2992","Słupca","-"
"2993","Strzałkowo","-"
"2994","Władysławów","-"
"2995","Wągrowiec","gm. miejska"
"2996","Gołańcz","miasto"
"2997","Skoki","miasto"
"2998","Brodnica","-"
"2999","Dolsk","miasto"
"3000","Dolsk","obszar wiejski"
"3001","Książ Wielkopolski","miasto"
"3002","Wieleń","obszar wiejski"
"3003","Gniezno","gm. miejska"
"3004","Czempiń","miasto"
"3005","Czempiń","obszar wiejski"
"3006","Krzywiń","miasto"
"3007","Śmigiel","miasto"
"3008","Zagórów","obszar wiejski"
"3009","Obrzycko","gm. miejska"
"3010","Duszniki","-"
"3011","Nowe Skalmierzyce","obszar wiejski"
"3012","Odolanów","miasto"
"3013","Ostrów Wielkopolski","-"
"3014","Przygodzice","-"
"3015","Raszków","miasto"
"3016","Książ Wielkopolski","obszar wiejski"
"3017","Śrem","miasto"
"3018","Biała Piska","miasto"
"3019","Orzysz","miasto"
"3020","Orzysz","obszar wiejski"
"3021","Pisz","miasto"
"3022","Kobylin","miasto"
"3023","Kobylin","obszar wiejski"
"3024","Koźmin Wielkopolski","miasto"
"3025","Koźmin Wielkopolski","obszar wiejski"
"3026","Kaźmierz","-"
"3027","Obrzycko","-"
"3028","Kołaczkowo","-"
"3029","Miłosław","miasto"
"3030","Węgorzewo","obszar wiejski"
"3031","Czerniejewo","miasto"
"3032","Lubawa","-"
"3033","Susz","miasto"
"3034","Zalewo","miasto"
"3035","Kętrzyn","gm. miejska"
"3036","Ruciane-Nida","miasto"
"3037","Ruciane-Nida","obszar wiejski"
"3038","Szczytno","gm. miejska"
"3039","Dźwierzuty","-"
"3040","Krotoszyn","miasto"
"3041","Krotoszyn","obszar wiejski"
"3042","Rozdrażew","-"
"3043","Krzemieniewo","-"
"3044","Osieczna","miasto"
"3045","Rydzyna","miasto"
"3046","Miłosław","obszar wiejski"
"3047","Nekla","obszar wiejski"
"3048","Pyzdry","miasto"
"3049","Barciany","-"
"3050","Kętrzyn","-"
"3051","Korsze","miasto"
"3052","Korsze","obszar wiejski"
"3053","Reszel","miasto"
"3054","Jedwabno","-"
"3055","Pasym","miasto"
"3056","Aleksandrów Łódzki","obszar wiejski"
"3057","Stryków","obszar wiejski"
"3058","Dąbie","miasto"
"3059","Rzgów","obszar wiejski"
"3060","Wołów","obszar wiejski"
"3061","Janów Lubelski","obszar wiejski"
"3062","Annopol","obszar wiejski"
"3063","Nowogród Bobrzański","obszar wiejski"
"3064","Sulechów","obszar wiejski"
"3065","Barlinek","miasto"
"3066","Dębno","miasto"
"3067","Myślibórz","miasto"
"3068","Kłodawa","miasto"
"3069","Grabów nad Prosną","miasto"
"3070","Dobra","miasto"
"3071","Kąty Wrocławskie","obszar wiejski"
"3072","Sobótka","obszar wiejski"
"3073","Siechnice","obszar wiejski"
"3074","Kock","obszar wiejski"
"3075","Łobżenica","miasto"
"3076","Małomice","obszar wiejski"
"3077","Jasień","obszar wiejski"
"3078","Pajęczno","miasto"
"3079","Nowy Wiśnicz","obszar wiejski"
"3080","Brzesko","obszar wiejski"
"3081","Bardo","obszar wiejski"
"3082","Ząbkowice Śląskie","obszar wiejski"
"3083","Wyrzysk","miasto"
"3084","Gołańcz","miasto"
"3085","Lubsko","obszar wiejski"
"3086","Krzyż Wielkopolski","miasto"
"3087","Czchów","obszar wiejski"
"3088","Alwernia","obszar wiejski"
"3089","Chrzanów","obszar wiejski"
"3090","Ziębice","obszar wiejski"
"3091","Złoty Stok","obszar wiejski"
"3092","Bogatynia","obszar wiejski"
"3093","Lubień Kujawski","obszar wiejski"
"3094","Lubraniec","obszar wiejski"
"3095","Barcin","obszar wiejski"
"3096","Międzychód","miasto"
"3097","Sieraków","miasto"
"3098","Mogielnica","miasto"
"3099","Sokołów Małopolski","obszar wiejski"
"3100","Pieńsk","obszar wiejski"
"3101","Węgliniec","obszar wiejski"
"3102","Janowiec Wielkopolski","obszar wiejski"
"3103","Łabiszyn","obszar wiejski"
"3104","Zbąszyń","miasto"
"3105","Wolsztyn","miasto"
"3106","Tyczyn","obszar wiejski"
"3107","Czarne","obszar wiejski"
"3108","Tychowo","miasto"
"3109","Kartuzy","obszar wiejski"
"3110","Świerzawa","obszar wiejski"
"3111","Bytom Odrzański","miasto"
"3112","Sława","miasto"
"3113","Szlichtyngowa","miasto"
"3114","Szprotawa","miasto"
"3115","Namysłów","miasto"
"3116","Otmuchów","obszar wiejski"
"3117","Żnin","obszar wiejski"
"3118","Cieszanów","miasto"
"3119","Pełczyce","miasto"
"3120","Opole Lubelskie","obszar wiejski"
"3121","Susz","miasto"
"3122","Zalewo","miasto"
"3123","Okonek","miasto"
"3124","Polanów","miasto"
"3125","Biały Bór","obszar wiejski"
"3126","Wschowa","miasto"
"3127","Iłowa","miasto"
"3128","Narol","obszar wiejski"
"3129","Ożarów","miasto"
"3130","Poniatowa","obszar wiejski"
"3131","Parczew","obszar wiejski"
"3132","Kazimierz Dolny","obszar wiejski"
"3133","Woźniki","obszar wiejski"
"3134","Koziegłowy","obszar wiejski"
"3135","Żarki","obszar wiejski"
"3136","Pszczyna","obszar wiejski"
"3137","Grodków","miasto"
"3138","Paczków","obszar wiejski"
"3139","Zawichost","obszar wiejski"
"3140","Tyszowce","miasto"
"3141","Witnica","obszar wiejski"
"3142","Międzyrzecz","obszar wiejski"
"3143","Nałęczów","obszar wiejski"
"3144","Ryki","obszar wiejski"
"3145","Piaski","obszar wiejski"
"3146","Żukowo","obszar wiejski"
"3147","Prabuty","obszar wiejski"
"3148","Zduny","obszar wiejski"
"3149","Rydzyna","miasto"
"3150","Odolanów","miasto"
"3151","Krosno Odrzańskie","obszar wiejski"
"3152","Skwierzyna","obszar wiejski"
"3153","Krasnobród","obszar wiejski"
"3154","Szczebrzeszyn","obszar wiejski"
"3155","Dzierzgoń","obszar wiejski"
"3156","Czechowice-Dziedzice","miasto"
"3157","Bojanowo","miasto"
"3158","Jutrosin","miasto"
"3159","Rawicz","miasto"
"3160","Olszyna","obszar wiejski"
"3161","Trzciel","obszar wiejski"
"3162","Kożuchów","obszar wiejski"
"3163","Zwierzyniec","obszar wiejski"
"3164","Żelechów","obszar wiejski"
"3165","Czerwionka-Leszczyny","obszar wiejski"
"3166","Szczekociny","obszar wiejski"
"3167","Izbica Kujawska","obszar wiejski"
"3168","Czersk","miasto"
"3169","Debrzno","miasto"
"3170","Nowe Miasteczko","obszar wiejski"
"3171","Cybinka","obszar wiejski"
"3172","Człopa","miasto"
"3173","Poddębice","obszar wiejski"
"3174","Zagórz","obszar wiejski"
"3175","Strzyżów","obszar wiejski"
"3176","Baranów Sandomierski","obszar wiejski"
"3177","Gniew","miasto"
"3178","Lidzbark","miasto"
"3179","Ośno Lubuskie","obszar wiejski"
"3180","Rzepin","obszar wiejski"
"3181","Słubice","obszar wiejski"
"3182","Dobiegniew","obszar wiejski"
"3183","Drezdenko","obszar wiejski"
"3184","Sulęcin","obszar wiejski"
"3185","Torzym","obszar wiejski"
"3186","Uniejów","obszar wiejski"
"3187","Kamieńsk","obszar wiejski"
"3188","Przedbórz","obszar wiejski"
"3189","Siewierz","obszar wiejski"
"3190","Skoczów","obszar wiejski"
"3191","Kisielice","miasto"
"3192","Trzemeszno","miasto"
"3193","Strzelce Krajeńskie","obszar wiejski"
"3194","Lubniewice","obszar wiejski"
"3195","Biała Rawska","obszar wiejski"
"3196","Błaszki","obszar wiejski"
"3197","Krzanowice","miasto"
"3198","Busko-Zdrój","obszar wiejski"
"3199","Miastko","obszar wiejski"
"3200","Brusy","obszar wiejski"
"3201","Przedecz","miasto"
"3202","Frampol","obszar wiejski"
"3203","Świebodzin","obszar wiejski"
"3204","Zbąszynek","obszar wiejski"
"3205","Babimost","obszar wiejski"
"3206","Drawno","miasto"
"3207","Koluszki","obszar wiejski"
"3208","Tuszyn","obszar wiejski"
"3209","Drzewica","obszar wiejski"
"3210","Osiek","miasto"
"3211","Tolkmicko","miasto"
"3212","Józefów","obszar wiejski"
"3213","Tarnogród","obszar wiejski"
"3214","Ostrów Lubelski","miasto"
"3215","Czerwieńsk","obszar wiejski"
"3216","Kargowa","obszar wiejski"
"3217","Wieluń","obszar wiejski"
"3218","Wieruszów","obszar wiejski"
"3219","Szadek","obszar wiejski"
"3220","Strumień","obszar wiejski"
"3221","Blachownia","obszar wiejski"
"3222","Kłobuck","obszar wiejski"
"3223","Bełżyce","obszar wiejski"
"3224","Bychawa","obszar wiejski"
"3225","Łęczna","obszar wiejski"
"3226","Olkusz","obszar wiejski"
"3227","Wolbrom","obszar wiejski"
"3228","Brzeszcze","obszar wiejski"
"3229","Wolbórz","obszar wiejski"
"3230","Pruchnik","obszar wiejski"
"3231","Czyżew","miasto"
"3232","Polkowice","obszar wiejski"
"3233","Przemków","obszar wiejski"
"3234","Andrychów","obszar wiejski"
"3235","Kalwaria Zebrzydowska","obszar wiejski"
"3236","Wadowice","obszar wiejski"
"3237","Chełmek","obszar wiejski"
"3238","Skała","obszar wiejski"
"3239","Skawina","obszar wiejski"
"3240","Czyżew","obszar wiejski"
"3241","Gościno","obszar wiejski"
"3242","Nowogrodziec","obszar wiejski"
"3243","Niemcza","obszar wiejski"
"3244","Niepołomice","obszar wiejski"
"3245","Wieliczka","obszar wiejski"
"3246","Pilzno","miasto"
"3247","Słomniki","obszar wiejski"
"3248","Świątniki Górne","obszar wiejski"
"3249","Miechów","obszar wiejski"
"3250","Kraśnik","-"
"3251","Lubawka","miasto"
"3252","Góra","obszar wiejski"
"3253","Wąsosz","obszar wiejski"
"3254","Koronowo","obszar wiejski"
"3255","Radomyśl Wielki","miasto"
"3256","Ryglice","obszar wiejski"
"3257","Dobczyce","obszar wiejski"
"3258","Myślenice","obszar wiejski"
"3259","Bystrzyca Kłodzka","obszar wiejski"
"3260","Lądek-Zdrój","obszar wiejski"
"3261","Bolków","obszar wiejski"
"3262","Górzno","obszar wiejski"
"3263","Łazy","miasto"
"3264","Ogrodzieniec","obszar wiejski"
"3265","Sułkowice","obszar wiejski"
"3266","Krynica-Zdrój","obszar wiejski"
"3267","Międzylesie","obszar wiejski"
"3268","Radków","obszar wiejski"
"3269","Stronie Śląskie","obszar wiejski"
"3270","Jabłonowo Pomorskie","obszar wiejski"
"3271","Solec Kujawski","obszar wiejski"
"3272","Nowe Brzesko","obszar wiejski"
"3273","Pilica","miasto"
"3274","Sędziszów","miasto"
"3275","Muszyna","obszar wiejski"
"3276","Piwniczna-Zdrój","obszar wiejski"
"3277","Stary Sącz","obszar wiejski"
"3278","Szczytna","obszar wiejski"
"3279","Prochowice","obszar wiejski"
"3280","Pakość","obszar wiejski"
"3281","Dobrzyń nad Wisłą","obszar wiejski"
"3282","Skępe","obszar wiejski"
"3283","Mogilno","obszar wiejski"
"3284","Kazimierza Wielka","miasto"
"3285","Skalbmierz","miasto"
"3286","Serock","obszar wiejski"
"3287","Lipsko","obszar wiejski"
"3288","Łosice","obszar wiejski"
"3289","Leśna","obszar wiejski"
"3290","Ścinawa","obszar wiejski"
"3291","Szubin","obszar wiejski"
"3292","Piotrków Kujawski","obszar wiejski"
"3293","Działoszyce","obszar wiejski"
"3294","Białobrzegi","obszar wiejski"
"3295","Różan","obszar wiejski"
"3296","Tarczyn","miasto"
"3297","Kałuszyn","obszar wiejski"
"3298","Nowogard","obszar wiejski"
"3299","Strzelin","obszar wiejski"
"3300","Wiązów","obszar wiejski"
"3301","Chodecz","obszar wiejski"
"3302","Brzeg Dolny","obszar wiejski"
"3303","Wyśmierzyce","obszar wiejski"
"3304","Glinojeck","obszar wiejski"
"3305","Osina","-"
"3306","Przybiernów","-"
"3307","Środa Śląska","obszar wiejski"
"3308","Jaworzyna Śląska","obszar wiejski"
"3309","Strzegom","obszar wiejski"
"3310","Trzebnica","obszar wiejski"
"3311","Strzelno","obszar wiejski"
"3312","Kcynia","obszar wiejski"
"3313","Pilawa","obszar wiejski"
"3314","Grodzisk Mazowiecki","obszar wiejski"
"3315","Grójec","obszar wiejski"
"3316","Stepnica","-"
"3317","Brojce","-"
"3318","Gryfice","miasto"
"3319","Gryfice","obszar wiejski"
"3320","Płoty","miasto"
"3321","Płoty","obszar wiejski"
"3322","Żarów","obszar wiejski"
"3323","Oborniki Śląskie","obszar wiejski"
"3324","Kamień Krajeński","obszar wiejski"
"3325","Sępólno Krajeńskie","obszar wiejski"
"3326","Więcbork","obszar wiejski"
"3327","Warka","obszar wiejski"
"3328","Kozienice","obszar wiejski"
"3329","Karnice","-"
"3330","Rewal","-"
"3331","Trzebiatów","miasto"
"3332","Prusice","obszar wiejski"
"3333","Żmigród","obszar wiejski"
"3334","Kowalewo Pomorskie","obszar wiejski"
"3335","Łasin","obszar wiejski"
"3336","Radzyń Chełmiński","obszar wiejski"
"3337","Libiąż","obszar wiejski"
"3338","Trzebinia","obszar wiejski"
"3339","Dąbrowa Tarnowska","obszar wiejski"
"3340","Trzebiatów","obszar wiejski"
"3341","Banie","-"
"3342","Głuszyca","obszar wiejski"
"3343","Mieroszów","obszar wiejski"
"3344","Gryfów Śląski","obszar wiejski"
"3345","Mirsk","obszar wiejski"
"3346","Milicz","obszar wiejski"
"3347","Mrocza","obszar wiejski"
"3348","Nakło nad Notecią","obszar wiejski"
"3349","Biecz","obszar wiejski"
"3350","Krzeszowice","obszar wiejski"
"3351","Bobowa","obszar wiejski"
"3352","Cedynia","miasto"
"3353","Cedynia","obszar wiejski"
"3354","Chojna","miasto"
"3355","Chojna","obszar wiejski"
"3356","Gryfino","miasto"
"3357","Gryfino","obszar wiejski"
"3358","Mieszkowice","miasto"
"3359","Lubomierz","obszar wiejski"
"3360","Lwówek Śląski","obszar wiejski"
"3361","Nowe","obszar wiejski"
"3362","Świecie","obszar wiejski"
"3363","Tuchola","obszar wiejski"
"3364","Brześć Kujawski","obszar wiejski"
"3365","Sulejów","obszar wiejski"
"3366","Warta","obszar wiejski"
"3367","Mieszkowice","obszar wiejski"
"3368","Moryń","miasto"
"3369","Moryń","obszar wiejski"
"3370","Wleń","obszar wiejski"
"3371","Bierutów","obszar wiejski"
"3372","Gniewkowo","obszar wiejski"
"3373","Janikowo","obszar wiejski"
"3374","Kruszwica","obszar wiejski"
"3375","Złoczew","obszar wiejski"
"3376","Zelów","obszar wiejski"
"3377","Krośniewice","obszar wiejski"
"3378","Stare Czarnowo","-"
"3379","Trzcińsko-Zdrój","miasto"
"3380","Międzybórz","obszar wiejski"
"3381","Syców","obszar wiejski"
"3382","Twardogóra","obszar wiejski"
"3383","Kęty","obszar wiejski"
"3384","Zator","obszar wiejski"
"3385","Proszowice","obszar wiejski"
"3386","Maków Podhalański","obszar wiejski"
"3387","Wolbórz","obszar wiejski"
"3388","Żychlin","obszar wiejski"
"3389","Trzcińsko-Zdrój","obszar wiejski"
"3390","Widuchowa","-"
"3391","Jelcz-Laskowice","obszar wiejski"
"3392","Chocianów","obszar wiejski"
"3393","Ciężkowice","obszar wiejski"
"3394","Tuchów","obszar wiejski"
"3395","Żabno","obszar wiejski"
"3396","Łask","obszar wiejski"
"3397","Szczawnica","obszar wiejski"
"3398","Rabka-Zdrój","obszar wiejski"
"3399","Brzozów","obszar wiejski"
"3400","Brzostek","obszar wiejski"
"3401","Pruchnik","obszar wiejski"
"3402","Lipsk","obszar wiejski"
"3403","Boguchwała","obszar wiejski"
"3404","Szczuczyn","obszar wiejski"
"3405","Sokółka","obszar wiejski"
"3406","Olecko","miasto"
"3407","Pyrzyce","obszar wiejski"
"3408","Chociwel","obszar wiejski"
"3409","Kolbuszowa","obszar wiejski"
"3410","Dukla","obszar wiejski"
"3411","Kleszczele","obszar wiejski"
"3412","Suraż","miasto"
"3413","Dobrzany","obszar wiejski"
"3414","Ińsko","obszar wiejski"
"3415","Lesko","obszar wiejski"
"3416","Iwonicz-Zdrój","obszar wiejski"
"3417","Jedlicze","obszar wiejski"
"3418","Stawiski","obszar wiejski"
"3419","Jedwabne","obszar wiejski"
"3420","Suchań","obszar wiejski"
"3421","Gościno","obszar wiejski"
"3422","Rymanów","obszar wiejski"
"3423","Nowa Sarzyna","obszar wiejski"
"3424","Dąbrowa Białostocka","miasto"
"3425","Suchowola","obszar wiejski"
"3426","Biała Piska","miasto"
"3427","Gołdap","miasto"
"3428","Goniądz","obszar wiejski"
"3429","Mirosławiec","obszar wiejski"
"3430","Tuczno","obszar wiejski"
"3431","Goleniów","obszar wiejski"
"3432","Nowogard","obszar wiejski"
"3433","Płoty","obszar wiejski"
"3434","Oleszyce","obszar wiejski"
"3435","Nisko","obszar wiejski"
"3436","Rudnik nad Sanem","obszar wiejski"
"3437","Bytów","obszar wiejski"
"3438","Nowogród","obszar wiejski"
"3439","Maszewo","obszar wiejski"
"3440","Gryfice","obszar wiejski"
"3441","Wyszków","obszar wiejski"
"3442","Zwoleń","obszar wiejski"
"3443","Knyszyn","obszar wiejski"
"3444","Mońki","obszar wiejski"
"3445","Michałowo","obszar wiejski"
"3446","Trzebiatów","obszar wiejski"
"3447","Cedynia","obszar wiejski"
"3448","Chojna","obszar wiejski"
"3449","Gryfino","obszar wiejski"
"3450","Bieżuń","obszar wiejski"
"3451","Żuromin","obszar wiejski"
"3452","Choroszcz","obszar wiejski"
"3453","Czarna Białostocka","obszar wiejski"
"3454","Rajgród","obszar wiejski"
"3455","Kamień Pomorski","obszar wiejski"
"3456","Mieszkowice","obszar wiejski"
"3457","Moryń","obszar wiejski"
"3458","Porąbka","-"
"3459","Drohiczyn","obszar wiejski"
"3460","Ciechanowiec","miasto"
"3461","Łapy","obszar wiejski"
"3462","Supraśl","obszar wiejski"
"3463","Trzcińsko-Zdrój","obszar wiejski"
"3464","Czyżew","obszar wiejski"
"3465","Stąporków","miasto"
"3466","Kunów","miasto"
"3467","Pisz","miasto"
"3468","Halinów","miasto"
"3469","Tykocin","obszar wiejski"
"3470","Wasilków","obszar wiejski"
"3471","Wilamowice","obszar wiejski"
"3472","Baborów","obszar wiejski"
"3473","Dobrodzień","obszar wiejski"
"3474","Zabłudów","obszar wiejski"
"3475","Międzyzdroje","obszar wiejski"
"3476","Głogówek","obszar wiejski"
"3477","Głubczyce","obszar wiejski"
"3478","Wolin","obszar wiejski"
"3479","Bobolice","obszar wiejski"
"3480","Sianów","obszar wiejski"
"3481","Nowe Warpno","obszar wiejski"
"3482","Głuchołazy","obszar wiejski"
"3483","Gogolin","obszar wiejski"
"3484","Kietrz","obszar wiejski"
"3485","Police","obszar wiejski"
"3486","Lipiany","obszar wiejski"
"3487","Resko","obszar wiejski"
"3488","Węgorzyno","obszar wiejski"
"3489","Kluczbork","obszar wiejski"
"3490","Ulanów","obszar wiejski"
"3491","Kołaczyce","obszar wiejski"
"3492","Łobez","miasto"
"3493","Dobra","miasto"
"3494","Kańczuga","obszar wiejski"
"3495","Sieniawa","obszar wiejski"
"3496","Ropczyce","obszar wiejski"
"3497","Zakliczyn","miasto"
"3498","Wojnicz","obszar wiejski"
"3499","Szczucin","obszar wiejski"
"3500","Sędziszów Małopolski","obszar wiejski"
"3501","Błażowa","obszar wiejski"
"3502","Krynki","obszar wiejski"
"3503","Radłów","obszar wiejski"
"3504","Przecław","obszar wiejski"
"3505","Barwice","obszar wiejski"
"3506","Połczyn-Zdrój","obszar wiejski"
"3507","Złocieniec","obszar wiejski"
"3508","Głogów Małopolski","obszar wiejski"
"3509","Połaniec","miasto"
"3510","Nowa Dęba","obszar wiejski"
"3511","Kobylin","obszar wiejski"
"3512","Koźmin Wielkopolski","obszar wiejski"
"3513","Chmielnik","obszar wiejski"
"3514","Suchedniów","miasto"
"3515","Wąchock","obszar wiejski"
"3516","Węgorzewo","obszar wiejski"
