"Nazwa" "Osiagniecia_naukowe_i_tworcze" "Potencjal_naukowy" "Materialne_efekty_dzialalnosci_naukowej" "Pozostale_efekty_dzialalnosci_naukowej" "Ocena_ostateczna" "Kategoria" "nazwy"
"Instytut Badan Literackich Polskiej Akademii Nauk" "Instytut Badan Literackich Polskiej Akademii Nauk" 44.98 322 1.58 100 76.32 "+A" "Instytut Badan Literackich Polskiej Akademii Nauk"
"Instytut Slawistyki Polskiej Akademii Nauk" "Instytut Slawistyki Polskiej Akademii Nauk" 41.87 210 0.64 70 36.96 "A" "Instytut Slawistyki Polskiej Akademii Nauk"
"Instytut Jezyka Polskiego Polskiej Akademii Nauk" "Instytut Jezyka Polskiego Polskiej Akademii Nauk" 33.08 239 2.45 85 5.21 "A" "Instytut Jezyka Polskiego Polskiej Akademii Nauk"
"Instytut Historii im. Tadeusza Manteuffla Polskiej Akademii Nauk" "Instytut Historii im. Tadeusza Manteuffla Polskiej Akademii Nauk" 36.22 414 2.71 82 48.4 "+A" "Instytut Historii im. Tadeusza Manteuffla Polskiej Akademii Nauk"
"Instytut Sztuki Polskiej Akademii Nauk" "Instytut Sztuki Polskiej Akademii Nauk" 41.11 333 1.15 55 46.15 "+A" "Instytut Sztuki Polskiej Akademii Nauk"
"Instytut Historii Nauki imienia Ludwika i Aleksandra Birkenmajerów Polskiej Akademii Nauk" "Instytut Historii Nauki imienia Ludwika i Aleksandra Birkenmajerów Polskiej Akademii Nauk" 39.99 222 0.86 58.5 33.13 "A" "Instytut Historii Nauki imienia Ludwika i Aleksandra Birkenmajerów Polskiej Akademii Nauk"
"Instytut Archeologii i Etnologii Polskiej Akademii Nauk" "Instytut Archeologii i Etnologii Polskiej Akademii Nauk" 32.25 396 6.43 83 29.79 "A" "Instytut Archeologii i Etnologii Polskiej Akademii Nauk"
"Instytut Kultur Sródziemnomorskich i Orientalnych Polskiej Akademii Nauk" "Instytut Kultur Sródziemnomorskich i Orientalnych Polskiej Akademii Nauk" 24 88 0.34 52.5 -59.31 "B" "Instytut Kultur Sródziemnomorskich i Orientalnych Polskiej Akademii Nauk"
"Instytut Nauk Prawnych Polskiej Akademii Nauk" "Instytut Nauk Prawnych Polskiej Akademii Nauk" 29.29 264 0.2 50 56.25 "A" "Instytut Nauk Prawnych Polskiej Akademii Nauk"
"Instytut Filozofii i Socjologii Polskiej Akademii Nauk" "Instytut Filozofii i Socjologii Polskiej Akademii Nauk" 43.58 445 5.79 90 78.13 "+A" "Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"Instytut Psychologii Polskiej Akademii Nauk" "Instytut Psychologii Polskiej Akademii Nauk" 43.71 213 3.43 75 58.72 "A" "Instytut Psychologii Polskiej Akademii Nauk"
"Instytut Studiów Politycznych Polskiej Akademii Nauk" "Instytut Studiów Politycznych Polskiej Akademii Nauk" 32.17 409 0.35 50 -12.38 "A" "Instytut Studiów Politycznych Polskiej Akademii Nauk"
"Instytut Pracy i Spraw Socjalnych" "Instytut Pracy i Spraw Socjalnych" 33.53 138 8.48 55 47.54 "A" "Instytut Pracy i Spraw Socjalnych"
"Instytut Organizacji i Zarzadzania w Przemysle \"ORGMASZ\"" "Instytut Organizacji i Zarzadzania w Przemysle \"ORGMASZ\"" 34.78 40 6.07 30 15.72 "B" "Instytut Organizacji i Zarzadzania w Przemysle \"ORGMASZ\""
"Instytut Badan Rynku. Konsumpcji i Koniunktur" "Instytut Badan Rynku. Konsumpcji i Koniunktur" 29.99 31 1.59 50 12.57 "B" "Instytut Badan Rynku. Konsumpcji i Koniunktur"
"Instytut Ekonomiki Rolnictwa i Gospodarki Zywnosciowej - Panstwowy Instytut Badawczy" "Instytut Ekonomiki Rolnictwa i Gospodarki Zywnosciowej - Panstwowy Instytut Badawczy" 24.55 176 1.87 35 -23.86 "B" "Instytut Ekonomiki Rolnictwa i Gospodarki Zywnosciowej - Panstwowy Instytut Badawczy"
"Instytut Zachodni - Instytut Naukowo-Badawczy im. Zygmunta Wojciechowskiego" "Instytut Zachodni - Instytut Naukowo-Badawczy im. Zygmunta Wojciechowskiego" 36.83 105 3.22 57.5 55.1 "A" "Instytut Zachodni - Instytut Naukowo-Badawczy im. Zygmunta Wojciechowskiego"
"Instytut Europy Srodkowo-Wschodniej" "Instytut Europy Srodkowo-Wschodniej" 36.21 19 0.67 43 17.97 "B" "Instytut Europy Srodkowo-Wschodniej"
"Osrodek Badan Naukowych im. Wojciecha Ketrzynskiego w Olsztynie" "Osrodek Badan Naukowych im. Wojciecha Ketrzynskiego w Olsztynie" 33.99 27 0.19 39.5 6.87 "B" "Osrodek Badan Naukowych im. Wojciecha Ketrzynskiego w Olsztynie"
"Panstwowy Instytut Naukowy - Instytut Slaski w Opolu" "Panstwowy Instytut Naukowy - Instytut Slaski w Opolu" 26.97 66 0.97 31.5 -29.92 "B" "Panstwowy Instytut Naukowy - Instytut Slaski w Opolu"
"Instytut Badan Edukacyjnych" "Instytut Badan Edukacyjnych" 24.37 145 290.45 72.5 24.06 "B" "Instytut Badan Edukacyjnych"
"Centrum Badan i Innowacji Pro-Akademia" "Centrum Badan i Innowacji Pro-Akademia" 22.12 20 70.35 30 24.22 "B" "Centrum Badan i Innowacji Pro-Akademia"
"Instytut Rozwoju Biznesu Sp. z o.o." "Instytut Rozwoju Biznesu Sp. z o.o." 0 2 7.21 10 -93.33 "C" "Instytut Rozwoju Biznesu Sp. z o.o."
"Muzeum Górnoslaskie w Bytomiu" "Muzeum Górnoslaskie w Bytomiu" 8.5 0 0 5 -100 "C" "Muzeum Górnoslaskie w Bytomiu"
"Instytutu Statystyki Kosciola Katolickiego SAC" "Instytutu Statystyki Kosciola Katolickiego SAC" 12 0 0.33 19.5 -63.54 "C" "Instytutu Statystyki Kosciola Katolickiego SAC"
