"Country","Score","Coefficient","Year","Region","nr.Coefficient","group.Coefficient"
"Nigeria",73.1,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Mozambique",72.3,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Malawi",71.8,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Lesotho",71.4,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Ghana",70.8,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Gambia",70.7,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Burkina Faso",70.5,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Tanzania, United Rep.",70.3,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Cameroon",70.3,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Senegal",67.6,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Cabo Verde",67.6,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Ethiopia",65.9,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Burundi",63.3,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Mali",61.7,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Swaziland",59.6,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Angola",58.6,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Guinea",56.9,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Seychelles",52.6,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Togo",49.8,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Benin",49.7,"Trade and competition",2014,"Sub-Saharan_Africa",4.3,"Market sophistication"
"Swaziland",51.2,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Lesotho",49.3,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Seychelles",47.9,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Rwanda",47.3,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Malawi",40.8,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"South Africa",40.8,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Mauritius",38.3,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Botswana",33.7,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Namibia",29.4,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Nigeria",28.8,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Togo",28.6,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Niger",28.4,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Cameroon",28.1,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Gambia",27.2,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Cabo Verde",26.3,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Zimbabwe",25.2,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Benin",24.7,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"C�te d'Ivoire",23.3,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Angola",22.2,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Uganda",22.1,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Ghana",22.1,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Burkina Faso",21.5,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Tanzania, United Rep.",19.7,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Mali",19.4,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Burundi",18.5,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Ethiopia",18,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Kenya",16.4,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Mozambique",15.6,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Zambia",15.4,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Sudan",14.6,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Madagascar",14.2,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Senegal",11.7,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Guinea",9.9,"Knowledge workers",2014,"Sub-Saharan_Africa",5.1,"Business sophistication"
"Mozambique",57.5,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Uganda",54.4,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Seychelles",51.3,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Burkina Faso",50.3,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Tanzania, United Rep.",46.7,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Rwanda",42.5,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Kenya",42,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Malawi",41.3,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Zimbabwe",40,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Senegal",38.2,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Swaziland",37.5,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Cabo Verde",37.4,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Burundi",36.7,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Gambia",35.8,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Mauritius",33.1,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Ethiopia",32.4,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Cameroon",30.9,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"South Africa",30.4,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Ghana",30.1,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Zambia",29.8,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Botswana",27.5,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Guinea",27.2,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Madagascar",26.2,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Mali",26.1,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Angola",25.1,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Lesotho",24.8,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Namibia",24.5,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"C�te d'Ivoire",23.6,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Benin",22.7,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Nigeria",20.2,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Niger",17.4,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Togo",14.9,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Sudan",10.7,"Innovation linkages",2014,"Sub-Saharan_Africa",5.2,"Business sophistication"
"Guinea",41.9,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Niger",39.1,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Gambia",36.9,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Ghana",35.7,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Mozambique",31.8,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Uganda",31.1,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Mali",30,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Madagascar",29.4,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Benin",28.1,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Seychelles",28.1,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Cabo Verde",27.4,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Kenya",27.1,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"South Africa",26.8,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Ethiopia",26.6,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Burundi",24.9,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Malawi",23.8,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Namibia",23,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Rwanda",22.7,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Senegal",22,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Burkina Faso",21.2,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Zambia",20.7,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Lesotho",19.8,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Togo",19.7,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Mauritius",19.3,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Sudan",19,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Zimbabwe",17.9,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Tanzania, United Rep.",17.7,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Nigeria",14.8,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Swaziland",14.6,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"C�te d'Ivoire",14.5,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Botswana",12.5,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Cameroon",10.7,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Angola",6,"Knowledge absorption",2014,"Sub-Saharan_Africa",5.3,"Business sophistication"
"Gambia",26.1,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Seychelles",25.9,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Malawi",19.9,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"South Africa",18.2,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Zimbabwe",14.5,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Kenya",12.3,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Namibia",11.6,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Benin",9.9,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Rwanda",9.9,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Ethiopia",9.8,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Senegal",9.6,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Cameroon",9.3,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Uganda",8.5,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Tanzania, United Rep.",8.2,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Cabo Verde",6.8,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Swaziland",6.7,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Mali",6.3,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Ghana",6.2,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Zambia",6,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Niger",5.9,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Madagascar",5.8,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Nigeria",5.4,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Botswana",5.2,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Togo",4.8,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Lesotho",4.5,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"C�te d'Ivoire",4.5,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Mozambique",4.2,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Burkina Faso",4.2,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Mauritius",3.7,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Guinea",3.2,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Burundi",2.8,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Sudan",2.6,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Angola",0.7,"Knowledge creation",2014,"Sub-Saharan_Africa",6.1,"Knowledge and technology outputs"
"Niger",66.9,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Ghana",54.2,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"C�te d'Ivoire",54,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Mozambique",51.9,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Angola",47.1,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"South Africa",44.5,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Botswana",41.2,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Tanzania, United Rep.",39.4,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Zambia",38.7,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Burkina Faso",36.7,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Zimbabwe",35.8,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Nigeria",33,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Ethiopia",32.1,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Uganda",31.3,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Kenya",29.3,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Cameroon",29.1,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Malawi",27.4,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Senegal",27,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Mauritius",26.7,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Madagascar",22,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Mali",18,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Gambia",12.3,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Cabo Verde",9.5,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Seychelles",8.9,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Swaziland",7.3,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Lesotho",5.1,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Benin",4.7,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Namibia",4.7,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Rwanda",3.6,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Guinea",3,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Togo",2.5,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Sudan",0.7,"Knowledge impact",2014,"Sub-Saharan_Africa",6.2,"Knowledge and technology outputs"
"Gambia",49.8,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Mauritius",49.5,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Kenya",39,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Senegal",35.6,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Lesotho",34.3,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Rwanda",33.2,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Uganda",33.2,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Ghana",33,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Togo",32.8,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Seychelles",32.4,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Mali",31.9,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Guinea",31.2,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Benin",30.6,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Swaziland",29.1,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Burkina Faso",28.4,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Zambia",28.2,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Cabo Verde",27.7,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Cameroon",27.1,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Malawi",26.9,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Angola",26.6,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Nigeria",24.8,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Botswana",24.8,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"South Africa",24.7,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Mozambique",24.6,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"C�te d'Ivoire",23.2,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Madagascar",22.4,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Burundi",21.8,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Namibia",21.7,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Niger",21,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Ethiopia",10.5,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Tanzania, United Rep.",5,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Sudan",3.8,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Zimbabwe",2,"Knowledge diffusion",2014,"Sub-Saharan_Africa",6.3,"Knowledge and technology outputs"
"Mauritius",57.6,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Mali",56.4,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Nigeria",55.2,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Senegal",52.5,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Cabo Verde",52.3,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Uganda",50,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Kenya",48.6,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Namibia",48.3,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"C�te d'Ivoire",47.9,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Cameroon",47,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Zimbabwe",46.3,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Burkina Faso",46.3,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"South Africa",44.7,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Ghana",42.6,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Swaziland",42.4,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Benin",42.2,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Rwanda",41.8,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Gambia",40,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Zambia",39.1,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Ethiopia",38.8,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Seychelles",38.1,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Madagascar",36.7,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Angola",35.1,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Guinea",34.7,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Botswana",33.9,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Malawi",33.2,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Lesotho",31.5,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Tanzania, United Rep.",31.3,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Burundi",29.7,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Mozambique",27.4,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Sudan",2.7,"Intangible assets",2014,"Sub-Saharan_Africa",7.1,"Creative outputs"
"Mauritius",41.1,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Nigeria",20.4,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Tanzania, United Rep.",19.8,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"South Africa",18.2,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Kenya",16.9,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Madagascar",15.7,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Ethiopia",15.1,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Malawi",11.6,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Cameroon",10.9,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Namibia",10.3,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Senegal",9.8,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Zimbabwe",8.6,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Zambia",6.6,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Uganda",5.8,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Burundi",4.2,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Guinea",3.4,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Burkina Faso",2.7,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Sudan",1.9,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Angola",1.9,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Mali",1.8,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"C�te d'Ivoire",1.6,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Niger",1.5,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
